dataset,variant,seed,image_id,max_confidence
vnwoodknot,baseline,42,images/test/knot_free/img_4344.jpg,0.0012383536668494344
vnwoodknot,baseline,42,images/test/knot_free/img_4352.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4357.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4397.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4405.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4406.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4407.jpg,0.0010083364322781563
vnwoodknot,baseline,42,images/test/knot_free/img_4413.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4415.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4423.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4439.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4530.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4536.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4782.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4791.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4801.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4825.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4829.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4832.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4876.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4885.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4900.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4909.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4915.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4917.jpg,0.005838374607264996
vnwoodknot,baseline,42,images/test/knot_free/img_4922.jpg,0.01209267508238554
vnwoodknot,baseline,42,images/test/knot_free/img_4928.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4931.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4933.jpg,0.003628457896411419
vnwoodknot,baseline,42,images/test/knot_free/img_4937.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4957.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4958.jpg,0.008090132847428322
vnwoodknot,baseline,42,images/test/knot_free/img_4966.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4976.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4997.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5013.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5022.jpg,0.0012198095209896564
vnwoodknot,baseline,42,images/test/knot_free/img_5053.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4430.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4444.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4454.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4456.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4465.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4474.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4496.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4520.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4533.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4538.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4549.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4552.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4761.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4765.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4800.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4819.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4821.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4835.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4846.jpg,0.0013411861145868897
vnwoodknot,baseline,42,images/test/knot_free/img_4851.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4856.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4871.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4874.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4875.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4903.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4911.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4916.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4932.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4952.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4965.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_4982.jpg,0.018391696736216545
vnwoodknot,baseline,42,images/test/knot_free/img_4994.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5001.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5005.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5020.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5037.jpg,0.0
vnwoodknot,baseline,42,images/test/knot_free/img_5050.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4344.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4352.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4357.jpg,0.0050341542810201645
vnwoodknot,baseline,43,images/test/knot_free/img_4397.jpg,0.003357099834829569
vnwoodknot,baseline,43,images/test/knot_free/img_4405.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4406.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4407.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4413.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4415.jpg,0.0023549071047455072
vnwoodknot,baseline,43,images/test/knot_free/img_4423.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4439.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4530.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4536.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4782.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4791.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4801.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4825.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4829.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4832.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4876.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4885.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4900.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4909.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4915.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4917.jpg,0.0014496054500341415
vnwoodknot,baseline,43,images/test/knot_free/img_4922.jpg,0.04663152992725372
vnwoodknot,baseline,43,images/test/knot_free/img_4928.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4931.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4933.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4937.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4957.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4958.jpg,0.0018073105020448565
vnwoodknot,baseline,43,images/test/knot_free/img_4966.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4976.jpg,0.006564858835190535
vnwoodknot,baseline,43,images/test/knot_free/img_4997.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5013.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5022.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5053.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4430.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4444.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4454.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4456.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4465.jpg,0.0037083537317812443
vnwoodknot,baseline,43,images/test/knot_free/img_4474.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4496.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4520.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4533.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4538.jpg,0.0010027516400441527
vnwoodknot,baseline,43,images/test/knot_free/img_4549.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4552.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4761.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4765.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4800.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4819.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4821.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4835.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4846.jpg,0.010146346874535084
vnwoodknot,baseline,43,images/test/knot_free/img_4851.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4856.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4871.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4874.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4875.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4903.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4911.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4916.jpg,0.0963781476020813
vnwoodknot,baseline,43,images/test/knot_free/img_4932.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4952.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4965.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_4982.jpg,0.29327064752578735
vnwoodknot,baseline,43,images/test/knot_free/img_4994.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5001.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5005.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5020.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5037.jpg,0.0
vnwoodknot,baseline,43,images/test/knot_free/img_5050.jpg,0.003589162603020668
vnwoodknot,baseline,44,images/test/knot_free/img_4344.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4352.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4357.jpg,0.003600980853661895
vnwoodknot,baseline,44,images/test/knot_free/img_4397.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4405.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4406.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4407.jpg,0.002067121909931302
vnwoodknot,baseline,44,images/test/knot_free/img_4413.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4415.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4423.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4439.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4530.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4536.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4782.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4791.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4801.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4825.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4829.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4832.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4876.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4885.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4900.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4909.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4915.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4917.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4922.jpg,0.02378668077290058
vnwoodknot,baseline,44,images/test/knot_free/img_4928.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4931.jpg,0.002812421415001154
vnwoodknot,baseline,44,images/test/knot_free/img_4933.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4937.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4957.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4958.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4966.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4976.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4997.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5013.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5022.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5053.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4430.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4444.jpg,0.002890325617045164
vnwoodknot,baseline,44,images/test/knot_free/img_4454.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4456.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4465.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4474.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4496.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4520.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4533.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4538.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4549.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4552.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4761.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4765.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4800.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4819.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4821.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4835.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4846.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4851.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4856.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4871.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4874.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4875.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4903.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4911.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4916.jpg,0.045249588787555695
vnwoodknot,baseline,44,images/test/knot_free/img_4932.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4952.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4965.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_4982.jpg,0.07480399310588837
vnwoodknot,baseline,44,images/test/knot_free/img_4994.jpg,0.07027840614318848
vnwoodknot,baseline,44,images/test/knot_free/img_5001.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5005.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5020.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5037.jpg,0.0
vnwoodknot,baseline,44,images/test/knot_free/img_5050.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4344.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4352.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4357.jpg,0.0010294929379597306
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4397.jpg,0.0013586176792159677
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4405.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4406.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4407.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4413.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4415.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4423.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4439.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4530.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4536.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4782.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4791.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4801.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4825.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4829.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4832.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4876.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4885.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4900.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4909.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4915.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4917.jpg,0.0022960901260375977
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4922.jpg,0.010973033495247364
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4928.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4931.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4933.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4937.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4957.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4958.jpg,0.001166745088994503
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4966.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4976.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4997.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5013.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5022.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5053.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4430.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4444.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4454.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4456.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4465.jpg,0.002348549198359251
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4474.jpg,0.006758739706128836
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4496.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4520.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4533.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4538.jpg,0.09606912732124329
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4549.jpg,0.0026062759570777416
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4552.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4761.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4765.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4800.jpg,0.0011829669820144773
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4819.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4821.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4835.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4846.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4851.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4856.jpg,0.0012760934187099338
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4871.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4874.jpg,0.0015259615611284971
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4875.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4903.jpg,0.02390943095088005
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4911.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4916.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4932.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4952.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4965.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4982.jpg,0.3474579453468323
vnwoodknot,p1_clahe,42,images/test/knot_free/img_4994.jpg,0.009404106065630913
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5001.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5005.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5020.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5037.jpg,0.0
vnwoodknot,p1_clahe,42,images/test/knot_free/img_5050.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4344.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4352.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4357.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4397.jpg,0.004606768023222685
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4405.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4406.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4407.jpg,0.0
